N 57 78990:0
N 57 114454:0
N 57 8002:0
N 57 40443:1
N 57 65181:1
N 57 50017:1
N 57 26610:1
N 57 81936:1
N 57 69975:1
N 57 39927:0
N 57 37108:1
N 57 67485:1
N 57 43888:1
UTG 58 89905:0 36648:1 3 0
N 58 89905:0
N 58 38571:1
N 58 36648:1
UTG 59 51963:1 48834:1 40 1
N 59 51963:1
N 59 86700:0
N 59 93324:0
N 59 102714:0
N 59 77578:1
N 59 87520:0
N 59 40668:0
N 59 3702:1
N 59 51821:1
N 59 102133:0
N 59 66063:0
N 59 8472:1
N 59 59469:1
N 59 32828:1
N 59 55439:1
N 59 88365:0
N 59 103025:0
N 59 850:0
N 59 52295:1
N 59 92274:0
N 59 70451:1
N 59 96943:1
N 59 37111:1
N 59 113638:1
N 59 57188:1
N 59 57317:0
N 59 1146:0
N 59 86352:0
N 59 72529:1
N 59 54831:1
N 59 39669:1
N 59 80651:0
N 59 85124:1
N 59 41971:0
N 59 103218:1
N 59 28885:1
N 59 68535:1
N 59 111151:0
N 59 76141:1
N 59 48834:1
UTG 60 94436:1 111351:0 12 1
N 60 94436:1
N 60 62495:0
N 60 48731:1
N 60 59088:0
N 60 18238:0
N 60 103454:1
N 60 114707:0
N 60 12149:0
N 60 79466:1
N 60 62449:1
N 60 75112:1
N 60 111351:0
UTG 61 94436:1 111351:0 8 1
N 61 94436:1
N 61 4975:1
N 61 68375:1
N 61 53285:0
N 61 53804:0
N 61 83164:0
N 61 69639:0
N 61 111351:0
UTG 62 37878:1 37077:1 2 1
N 62 37878:1
N 62 37077:1
UTG 63 58816:0 70758:1 2 1
N 63 58816:0
N 63 70758:1
UTG 64 82260:1 76417:0 6 1
N 64 82260:1
N 64 28122:1
N 64 76563:1
N 64 106692:0
N 64 53803:1
N 64 76417:0
UTG 65 82260:1 76417:0 3 1
N 65 82260:1
N 65 53691:1
N 65 76417:0
UTG 66 49986:0 97321:0 2 1
N 66 49986:0
N 66 97321:0
UTG 67 67830:1 98104:1 2 1
N 67 67830:1
N 67 98104:1
UTG 68 25917:1 71319:0 26 1
N 68 25917:1
N 68 104862:1
N 68 25117:0
N 68 11711:0
N 68 10513:1
N 68 3055:1
N 68 71408:0
N 68 72201:1
N 68 92104:1
N 68 80695:1
N 68 5097:1
N 68 99776:1
N 68 47149:0
N 68 66485:1
N 68 3035:1
N 68 95827:0
N 68 102400:1
N 68 77209:1
N 68 52980:1
N 68 49475:0
N 68 112513:1
N 68 22530:1
N 68 4273:0
N 68 90362:1
N 68 69774:1
N 68 71319:0
UTG 69 42539:0 40855:0 3 1
N 69 42539:0
N 69 19533:1
N 69 40855:0
UTG 70 42539:0 40855:0 3 1
N 70 42539:0
N 70 13489:0
N 70 40855:0
UTG 71 21547:1 17736:1 2 1
N 71 21547:1
N 71 17736:1
UTG 72 82987:0 37888:1 2 1
N 72 82987:0
N 72 37888:1
UTG 73 27102:0 108364:1 2 1
N 73 27102:0
N 73 108364:1
UTG 74 40562:1 97321:0 2 1
N 74 40562:1
N 74 97321:0
UTG 75 329:1 98047:1 49 1
N 75 329:1
N 75 86168:1
N 75 112607:0
N 75 51799:0
N 75 86018:1
N 75 87085:0
N 75 66690:0
N 75 66592:0
N 75 24678:1
N 75 12691:0
N 75 57946:0
N 75 8392:0
N 75 88597:1
N 75 89723:0
N 75 78755:0
N 75 113730:0
N 75 2838:1
N 75 56175:1
N 75 97223:0
N 75 102001:1
N 75 101178:1
N 75 10113:0
N 75 5746:1
N 75 53853:0
N 75 100955:1
N 75 23176:1
N 75 106708:0
N 75 106634:1
N 75 31958:0
N 75 75478:0
N 75 81982:0
N 75 24279:0
N 75 44520:0
